59,TIL the Chinese central government got 6.3% of its tax revenue (~$130 billion USD) from cigarette taxes in 2013.
60,"TIL The bird Americans call a turkey, is in Turkey called an Indie. It's from neither country."
61,TIL that during his second term President Grover Cleveland had a cancerous tumor removed from his mouth by a team of surgeons while aboard a yacht in Long Island Sound in order to keep his illness concealed from the press (he was allegedly on a four-day fishing trip).
62,"TIL that the kangaroo's tail propels it forward with as much force as its front and hind legs combined, thus making it work like a third leg."
63,TIL A Grown Man Posed as a 12 Year Old Boy Successfully Enrolled at an Elementary School
64,TIL Walt Disney used his artistic skill to transform WW1 German helmets into very rare German sniper helmets by painting elaborate camouflage to earn extra money after the war.
65,"TIL that the driest place (precipitation) on Earth is, ironically, in Antarctica. The Dry Valleys haven’t received rain in nearly 2 million years!"
66,"TIL of Active Measures, a Soviet programme of political warfare used mainly to weaken the West by sowing discord amongst allies, fracture alliances in particular NATO and to tarnish the image of the United States in the eyes of the rest of the world."
67,"TIL botox is made from the bacteria Clostridium botulinum, which thrives in damaged canned food. One powdered teaspoon of this substance is enough for a years supply for the whole world."
68,"TIL early species of whales lived on land, had four legs and fur, and were the size of a raccoon or domestic cat. As they evolved, they were able to drink salt water and their nostrils gradually moved to the top of their head, forming the blow hole"
69,"TIL Lance Armstrong has a coffee shop called Juan Pelota. Juan sounds like ""one"". Pelota means ball."
70,TIL that in 1997 Microsoft invested $1 Billion in Comcast
71,"TIL many older orders of vertebrates have a third ""eye"" connected to the pineal gland to detect light and manage circadian rhythms. Mammals lack this eye but retain the gland."
72,"TIL the words ""flower"" and ""flour"" both derive from the same word (the Old French ""fleur/flour,"" meaning ""blossom"" or ""the finest."""
73,"TIL in Elizabethan England the most popular ""sport"" was bear-baiting. A bear would be chained to a stake by its leg and a pack of dogs unleashed to torment and attack the bear, while spectators cheered and placed bets on the outcome. Bull-baiting was also a popular form of entertainment."
74,"TIL Chris Pratt of Parks & Rec did a scene in which Andy shows up at Ann's house totally naked wearing skin-tone briefs. After several takes, Pratt felt that Amy Poehler did not seem convincingly surprised, so he took off the briefs. Poehler's genuine reaction was later aired on TV."
75,"TIL Of the more than 50 000 edible plant species in the world just 15 crop plants provide 90 percent of the world's food energy intake, with three rice, maize and wheat - making up two-thirds of this. These three are the staples of over 4 000 million people."
76,TIL there was once a wild wolf that routinely visited residents of an Alaskan suburb so he could play with the domesticated dogs. The locals named the wild wolf Romeo and the relationship lasted 6 years.
77,TIL that Thomas Edison was a big supporter of execution by electrocution. He would demonstrate the killing power of electricity by staging press conferences at which he would shock stray cats and dogs to death.
78,TIL that zythophobia is the fear of beer
79,"TIL Peggy Whitson, age 58, has spent more time in space (665 days), than any other American astronaut."
80,"TIL a common homeopathic cure for the flu is a 200C dilution of duck liver. A dilution of one molecule in the observable universe is 40C, therefore one would need to consume the equivalent of 10^320 observable universes of the substance to get a single molecule of duck liver."
81,TIL Daniel Defoe was horrified when cotton started to be worn for clothing in the early 1700s in England and suggested that the fashionable elites were now wearing Indian carpets.
82,"TIL of Alfred Vanderbilt, wealthy businessman and member of the famous Vanderbilt family, who cancelled his trip on the Titanic, only to die on the Lusitania three years later. He died while helping to save other passengers."
83,TIL The movie The Hunt for Red October revealed classified U.S. Naval technology.
84,TIL that President Franklin Pierce was arrested for running over a woman with a horse while in office. The charges were dropped due to insufficient evidence.
85,"TIL Oreo filling contains no dairy, so the FDA didn't allow it to be called 'cream'. Therefore, it was named 'creme' instead."
86,"TIL Despite the fact that in both universes, modern civilization was wiped out by nuclear war at roughly the same time, Fallout 4 is set nearly 40 years *after* the new Star Trek movies."
87,"TIL that in 1979, pieces of the space station Skylab crashed onto Esperance, a south west Australian town, after the craft broke up over the Indian Ocean. The town's municipality fined the United States $400 for littering"
88,TIL that a Northwest flight once flew unresponsive for 100 miles past its destination because the pilots were busy with their laptops and didn't hear air traffic controller's radio calls.
89,"TIL the Demon Core was a piece of plutonium intended to be used in a third atomic bomb to drop on Japan... due to lax saftely standards, its criticality was being regulated with just a screwdriver, and two physicists were killed maintaining it"
90,"TIL that businesses pay credit card companies an extra fee to receive your new credit card number when you cancel your current card or it expires - making it impossible to ""clean the slate"" by cancelling it"
91,"TIL The word ""robot"" comes from an old Slavic word, robota, meaning ""forced labor""."
92,"TIL Qubilah Shabazz, daughter of Malcolm X, witnessed the assassination of her father by the Nation of Islam. She was arrested in '95 for conspiring to assassinate the leader of the organization, Louis Farrakhan."
93,"TIL Jordan Peele quit acting after he was asked to play the poop emoji in ""The Emoji Movie""."
94,"TIL the Rapid Rectilinear Lens, developed in 1866, allowed distortionless photographs to be taken for the first time and was the standard lens design for 60 years."
95,"TIL that there is a ""Jewish Internet Defense Force"" that actively searches for pro-Palestinian content on the internet and attempts to remove it."
96,"TIL Instead of a jail sentence, a Texas man agreed to be sentenced to sleep in an outdoors doghouse for 30 consecutive nights, as a punishment for abusing his son."
97,TIL 'Casper' was the first movie to have a CGI character in the 'leading role'
98,TIL: There is a name on the Stanley Cup that is crossed out with 16 X’s.
99,TIL Tiger Woods PGA Tour '99 was recalled because the entire South Park pilot was used as dummy data on the disc and players discovered they could watch the episode by simply putting the game disc into a PC.
100,"TIL Golden Globe, Critics Choice and BAFTA- winning actress Emily Blunt has never even been nominated for an Oscar"
101,"TIL the function names ""foo"" and ""bar"" which are so popular in programming tutorials are the phonetic pronunciation of FUBAR: F-ed Up Beyond All Recognition"
102,"TIL about Yoshiko Kawashima, a Bisexual Chinese princess who served as a spy and propaganda broadcaster forJapan during the Second Sino-Japanese War"
103,"TIL women get more negatively affected from a breakup but make a much better recovery and come out stronger from the experience, while men take much longer to come to terms with the separation, never fully recover, and simply move on."
104,TIL Geraldo Rivera is a draft dodger.
105,TIL When Oprah gave each of her audience members a free car it came with an almost 7k gift tax.
106,TIL that the film Wall-E was prohibited from being shown in Chinese theaters
107,"TIL that So many people played Gran Turismo Sport on Christmas weekend, PlayStation Network thought it was under a DDoS Attack"
108,TIL that the numbers racket (early illegal version of a lottery) still existed in NYC as late as 2013
109,"TIL That a Southwest Airlines Pilot once held a plane for 12 minutes, to allow a man to see his dying 2 year old Grandson for one last time."
110,TIL that moth populations from the city are less attracted to light than moth populations from the countryside.
111,TIL jumping spiders have nearly 360 degree vision.
112,"TIL that Chicago is home to a small population of colorful wild parakeets, able to survive the harsh winters."
113,TIL that the popular cartoon spinoff of Beetlejuice was one of the few TV shows in American television history to air simultaneously on two different broadcasting networks (ABC and Fox)
114,"TIL Frank T. Hopkins, the man of which the movie Hidalgo (2004) was based on, most likely never met Sitting bull, worked for the Wild West Show, nor raced in Arabia."
115,"TIL the camera effect where the foreground appears to zoom in while the background appears to zoom out is called the Dolly Zoom. It was invented during the production of Hitchcock's Vertigo, and has been used in a number of films since then."
116,"TIL that advance-fee scams like the ""Nigerian Prince"" most commonly originate in the United States (61%) followed by 16% in the UK and 6% in Nigeria."
117,TIL Terrell Owens is the only player in NFL history to score two or more touchdowns against all 32 NFL teams. He is also the only player in NFL history to score one touchdown against all 32 NFL teams.
118,"TIL Nora Roberts wrote more than 225 novels and was the first author to be inducted into the Romance Writers of America Hall of Fame. She began to write during a winter blizzard while housebound with her two small boys with ""little else to do"""
119,"TIL Phoebe Pember, the first female administrator at a Confederate hospital during the Civil War, kept a pistol to defend her whiskey rations from tempted young surgeons, once threatening a thief trying to take the barrel from her room."
120,"TIL taking Aspirin while recovering from Chickenpox puts you at high risk of violent vomiting, seizures, or even death (children/teens)."
121,"TIL motorcycles are actually 10 times more polluting per mile than a passenger car, light truck or SUV even though they are twice as fuel efficient as cars"
122,"TIL Aleister Crowley, ""the wickedest man in the world"" faked his own suicide to which his friend believed he saw his ghost and Crowley arrived weeks later at his own art exhibition unannounced."
123,TIL there are poisonous birds native to the Australian continent (specifically Papua New Guinea)
124,TIL Marvel published a comic in 1993 canonizing Jesus of Nazareth
125,TIL there is a whole community for people that care for life-like baby dolls like they are real.
126,"TIL A group of small (1 mm) adult Caenorhabditis elegans worms, living in petri dishes enclosed in aluminum canisters, survived reentry and impact with the ground and were recovered weeks after the [Columbia Shuttle] disaster."
127,[TIL] Schools used to use the letter grade E for above failing [F] but got rid of the it because they were afraid parents would think it stood for excellent.
128,"TIL Apple's famous ""1984"" Super Bowl commercial almost didn't air because Apple's board hated it, and wanted it pulled -- but the company couldn't sell off the 60 second slot in time, so it ran as scheduled"
129,TIL that honeybees did not exist in the Americas until the Spanish brought them over in 1622.
130,TIL Alberta is the only place in the world where you are legally allowed to throw coins at strippers
131,TIL the interobang ‽ denotes an interrogative exclamation and irony punctuation ⸮ denotes irony or sarcasm.
132,"TIL that ""Cool Ranch"" Doritos are called ""Cool American"" in parts of Europe"
133,"TIL Andrew Jackson once clubbed a would-be assassin with his walking cane. During the assassination attempt, both of the attacker’s pistols misfired. An arms expert later calculated that the likelihood of both pistols misfiring was 125,000 to 1."
134,"TIL that metals can be mined using bacteria and fungi, a process known as biomining"
135,"TIL in Michael Jackson's music video for 'Beat It' he cast 80 members of the feuding gangs, Bloods and Crips, in an attempt to foster peace between them"
136,"TIL: The famous Tetris theme is a Russian Folk Song called ""Korobeiniki"""
137,TIL people during the American Civil Rights movement of the 50s and 60s were encouraged to march in their finest clothes so as to reframe the very idea of what a disrupter looked like.
138,"TIL that Charles Darwin made a pro/contra list before he got married. He concludes"" Better than a dog anyhow""."
139,"TIL there is a Scooby Doo movie featuring Kiss, who are actually interdimensional space superheroes, complete with transformation sequence"
140,"TIL that Iguanas can compact themselves when food is scarce, and grow back when conditions improve."
141,TIL Louie Anderson's brother was a safecracker.
142,TIL that the original name of the Coliseum in Rome is the Flavian Amphitheater (Amphitheatrum Flavium) because it was built by the emporers of the Flavian dynasty following the reign of Nero.
143,"TIL Sheikh Mujibur Rahman, founding father of Bangladesh married his 3 years old paternal cousin at the age of 13 and consummated the marriage when she was 12 years old."
144,"TIL that, according to a 2017 study sponsored by dating app Plenty of Fish, 90 percent of singles would rather talk all night on a first date than have sex."
145,"TIL Camara Laye wrote ""The African Child"" in 1953 (L'Enfant noir), a novel based loosely on his own childhood in Guinea. It is one of the earliest major works in Francophone African literature"
146,"TIL representatives from the magazine ""Floor Covering Weekly"" contacted the Coen Brothers to interview them regarding The Dude's rug in The Big Lebowski. The brothers spent so much time talking that the interviewer actually had to be the one to end the conversation."
147,"TIL that in the past 100 years in the US, less than 50 people have been convicted of murder without the victim's body being found."
148,TIL that Blizzard Entertainment got their start making SNES games before becoming a competitive PC game juggernaut.
149,"TIL the little ""Do Not Eat"" packs found in some food are actually safe to eat."
150,TIL The word 'Mesmerize' comes from German physician Franz Mesmer (1734-1835) who theorized Animal Magnetism - The presence of energetic transference between all objects & used it as a treatment for over 3000 patients each day. This theory laid the foundation of a practice we today know as HYPNOSIS.
151,TIL Cowboy hats in 1865 cost between the equivalent of $85 - $488
152,"TIL that one of the main challenges for zookeepers working with chimpanzees is preventing them from getting bored with their food. One common trick is to pack a short PVC tube with ketchup, mustard or other condiments, since chimps love the taste and will spend happy hours extracting it with sticks"
153,"TIL of Baxter Humby, who was born with one hand, yet became a Muay Thai world champion"
154,TIL the voltage difference between the earth and a point in the air increases by approximately 100 Volts per meter
155,TIL collecting rainwater is illegal in some states
156,TIL: The Earth's Core Is as Hot as the Surface of the Sun
157,"TIL ""Hail Columbia"" was the first national anthem of the United States until 1931."
158,TIL marbled crayfish are all female. They reproduce by cloning themselves.
159,TIL: The Samaritans mentioned in the Bible still exist today as a valid religion which they view as a more authentic version of Judaism.
160,"TIL that the Netherlands, Australia, and New Zealand are the only countries in the world where their primary national colours are not featured in their flags."
161,TIL Marlon Brando delivered the eulogy for 17 year old Black Panther Bobby Hutton in 1968
162,"TIL that Motown Records hired Maxine Powell, owner of a Detroit finishing school, to give his artists lessons in deportment and stage presentation. Her mission was to prepare African-American artists from the city's Housing Projects to perform ""in the White House and Buckingham Palace""."
163,TIL Philippines is the only former Spanish colony that doesn't speak Spanish/Castilian.
164,TIL that the country of Bhutan has a dress code for its citizens that requires all government employees and any citizens visiting government offices or schools to wear the national dress.
165,TIL French composer Georges Bizet died of a heart attack at 37 about a month after his masterpiece Opera Carmen premiered to bad reviews and low attendance. Despite dying convinced the work had been a flop the Opera would go on to become one of the most iconic works of music.
166,"TIL that the wealthiest cat ever was Blackie, a cat from the United Kingdom, whose owner left it $12.5 million."
167,"TIL the ""winner"" of Whose Line Is It Anyway was Chip Esten with over one Trigintillion points"
168,"TIL in North Dakota, all CVS', Walmarts and Walgreens lack pharmacies due to a law that requires all pharmacies be 51 percent owned by a pharmacist"
169,"TIL The Vatican, Yale University, and many libraries have had requests sent to reserve the book, The Necronomicon, a fictional book invented by H.P. Lovecraft."
170,"TIL according to a survey conducted between 2010 and 2014, 44.2% of South Koreans living in South Korea reported they would not want a foreigner as a neighbour."
171,"TIL the Jumping Frenchmen of Maine were a group of lumberjacks in the 19th century with a rare disorder, causing them to startle extremely easily... often described as an ""uncontrollable leap"""
172,"TIL Merle Haggard set a Guinness World Record for buying the largest round for his audience in Ft Worth, Texas"
173,"TIL that the ""Barney Rubble: trouble"" joke from Ocean's Eleven was an example of ""Cockney rhyming slang."" Other examples include ""lemon flavour: favour,"" ""butcher's hook: look,"" and ""apple and pears: stairs."" Only lemon, butcher, and apple are spoken. For example: ""he did me a lemon."""
174,"TIL, there is no consensus on the boundary that divides East Texas and West Texas"
175,TIL that 8 US presidents have been fluent in greek.
176,"TIL In the The Real Ghostbusters cartoon series, the season 1 episode ""Take Two"" has the Ghostbusters flying to Hollywood to visit the set of a movie based on their adventures. At the end of the episode it's revealed to be the 1984 live action film, meaning the cartoon is real but the movie is fake."
177,TIL in 2022 You can see a supernova with a naked eye.
178,TIL Birds don't pee!
179,"TIL in the 1930's, the U.S. Army Corps of Engineers built houses of plywood and fabric and installed fake streets to camouflage the roof to hide the Boeing Plant 2 from possible aerial attack"
180,"TIL the founder of the Smithsonian, James Smithson, was a British scientist who willed his fortune to his nephew and in the event his nephew died with no heirs, to the US government to found an ""Establishment for the increase and diffusion of knowledge among men""; having never visited the US."
181,"Today I learned embalming isn't required upon death, and in the US it's only required in special cases where the body needs to be transported across some state lines."
182,"TIL that hydroponic weed is known as chronic simply because it was heard wrong as ""hydrochronic"" during a smoking session"
183,"TIL that the first Concorde flight with passengers after the 2000 Paris crash landed in NYC shortly before the WTC attacks on September 11th, 2001. The project was retired less than two years later citing post-9/11 slump in air travel."
184,"TIL even though the half-life of LSD is only about 30 minutes, its hallucinogenic effects can last up to 18 hours because the molecule gets stuck at an angle within the brain's serotonin receptor and cannot dislodge itself."
185,TIL that Giant shoebill birds only raise one chick and lets the weaker chicks die as they were only insurance against their favourite chick dying.
186,TIL the song “Vertigo” by U2 was originally named “Native Son” and the lyrics inspired by the story of Leonard Paltier.
187,"TIL of the Photorevolver, a camera hidden inside a non-functional firearm invented in 1882, which allowed the user to pull the “gun’s” trigger to close the camera’s shutter. Only 14 photorevolvers were built, with only a handful thought to survive today, with prices between $50,000 and $120,000."
188,TIL Emma McCune was an expatriate British foreign aid worker in war-torn Sudan who married a guerrilla leader and died at age 29 in a car crash in Kenya. The guerilla leader later became first Vice President of South Sudan
189,"TIL getting goosebumps from music is a rare condition that actually implies different brain structure. People who experience goosebumps from music have more fibers connecting their auditory cortex and areas associated with emotional processing, meaning the two areas can communicate better."
190,TIL to gain access to the Sourtoe Cocktail club you must take a shot of Whiskey (usually Yukon Jack) that contains a mummified toe
191,"TIL that one year the University of Chicago's annual scavenger hunt included the impossible task of building a working nuclear reactor, which one team did in their dorm room."
192,TIL of a 2006 LEGO online game that featured a team of Bionicle characters attempting to rescue kidnapped members of The All-American Rejects
193,"TIL that the name Phillip is derived from the Greek name Phillipos (""Phillos""+""hippos"") i.e. ""lover of horses""."
194,"TIL C&P: Thomas Jefferson used a razor to cut passages from the New Testament and literally pasted them together into what is now known as the Jefferson Bible, currently on display at the Smithsonian. He felt the focus should be on Jesus’ life and moral teachings, not inexplicable miracles"
195,TIL a rattlesnake has a strike acceleration speed of 279 meters per second squared.
196,"TIL John Kani (King T'Chaka in Black Panther) lost his left eye during a beating by South African police after returning home from a Broadway production of ""Sizwe Banzi Is Dead,"" which was critical of apartheid. He subsequently won a 1975 Tony Award for his performance."
197,"TIL while performing ""suspicious minds"" in Aloha From Hawaii, Elvis replaced the line ""because I love you too much baby"" with ""I hope this suit don't tear up baby"", hinting at his increasing weight."
198,"TIL that 70 species of vertebrates are capable of giving virgin births (parthenogenesis). Among these animals are turkeys, some lizards, sharks, and snakes. ""Natural"" reproduction is not limited to male and female interactions, both in captivity and the wild."
199,"TIL allergies to cats are triggered by a protein called Fel d1, not cat hair itself"
200,"TIL that the man who directed Amélie, Jean-Pierre Jeunet, also directed Alien: Resurrection."
201,"TIL that the World Peace and Unification Sanctuary (Christian cult notorious for their AR-15 blessing) has a bizarre spanking ritual known as the ""Chastening Ceremony"""
202,"TIL there is an extremely rare ability known as voluntary piloerection, where one can induce goosebumps or chills upon will. There is only 3 documented cases in history and it is considered theoretically impossible."
203,"TIL the size of a lion’s mane is tied to hormone production and fertility, and a larger, thicker mane will attract more females. If a lion is neutered, its mane will fall out."
204,"TIL that when Hall Fame NBA player, Karl Malone, was 20 years old, he impregnated a 13 year old girl"
205,"TIL about Typhoid Mary: the first asymptomatic carrier of typhoid. In her job as a cook she infected 51 people. She was forcibly isolated for 3 years; being released on the promise she didn’t return to cooking. She did return, was caught and confined for the remainder of her life (23 years)."
206,TIL The Psychic Readers Network sued General Mills over a French Toast Crunch commercial starring Miss Cleo
207,"TIL that Zanzibar was the first location in Sub-Saharan Africa to have colour television, in 1973."
208,TIL the actress who played Mrs. Robinson in The Graduate was only 6 years older than Dustin Hoffman.
209,"TIL Flobots rapper, Jamie Laurie, made an ingenious diss track in response to Logan Paul’s objectifying song, “No Handlebars,” which Paul had made in direct inspiration from Flobots’ 2007 hit, “Handlebars.” Laurie was incredibly disappointed with the quality and degradation of the music."
210,TIL Andersen's Pea Soup was used as the projectile vomit in The Exorcist
211,"TIL that in 2012, a Illinoisan kayaker was attacked by a swan and later died from drowning as a result."
212,"TIL Erik Menendez was married in prison in 1997 and has a stepdaughter that calls him ""Earth Dad"""
213,"TIL that the song ""Zombie"" by the band ""The Cranberries"" is about a bombing that happened during Northern Ireland's ""The Troubles"" time period"
214,"TIL a Common Error in English confusing laxadaisical & lackadaiscal is from the gradually weakening of “lack-a-day” to a new meaning suggesting “laxness” which leads some people to misspell the word “laxadaisical"""
215,"TIL that a paleontologist served stew made from the neck meat of an at least 50,000-year-old bison to a dinner party of seven people in Alaska in 1984"
216,TIL words like “resurrect” come from taking the -ion suffix off the much older word “resurrection”
217,"TIL that a day before starting to shoot the film ""Land of Mine"", a historical drama about German child POWs clearing the Danish west coast of mines after WWII, they found an actual landmine in the shooting location."
218,"TIL that ski resorts were openly hostile to snowboarding in the early years of the sport, leading many places to ban snowboarding entirely."
219,TIL Avengers: Infinity War is the first film ever to be shot entirely with digital IMAX cameras
220,"TIL that when the UK government did not celebrate the Royal Air Force's 50th anniversary with a flypast over London, one pilot performed his own, flew through Tower Bridge, round Big Ben...and was fired."
221,TIL the Air Force in 1947 studied how cats move and fall in microgravity in space. Lessons learned from those experiments were used to set out guidelines for how future astronauts might move in space.
222,TIL Male urine that tested positive on a pregnancy pee stick can mean there is testicular cancer or tumor.
223,TIL Einstein's second wife was his first cousin on him mother's side and second cousin on his father's side
224,"TIL there's a sequel to ""The Devil Went Down to Georgia"" with Johnny Cash as the narrator. In it, the Devil returns to Georgia to challenge Johnny to a rematch. The Devil loses."
225,"TIL India celebrates Children's Day on November 14th, exactly 9 months after Valentines Day."
226,"TIL the 2005 film ""Brokeback Mountain"" originally intended to star Mark Wahlberg and Joaquin Phoenix but both actors were uncomfortable with the film's sex scenes and declined the parts."
227,"TIL that ""Whig"" and ""Tory"" are both words for criminals. Whig is Scottish word for a horse thief, while Tory is an Irish word for a Catholic outlaw."
228,"TIL Single rotor helicopters have a speed limit of about 250mph. A speed, they can't physically exceed. Due to dissymmetry of lift."
